,date,title,support,notes,tags,reviews,One Set,Set 1,Set 2,Set 3,Encore,2nd Encore,3rd Encore,Quarter 1,Quarter 2,Quarter 3,Quarter 4,Overtime
0,2019-02-01,"Palace Theatre, Albany, NY, USA",Robert Walter’s 20th Congress,None,"{'1': 'with Robert Walter on keys', '2': 'with Norwegian Wood (The Beatles) tease and jam', '3': 'with Vinnie Amico on drums'}",,,"Domino Theory,  Got Your Milk (Right Here) >  Whistle Kids[1],  The Linear >  White Man's Moccasins,  Resolution[2] >  Upward,  Cheap Sunglasses[3]","Miss Tinkle's Overture,  Walletsworth,  Waiting Room,  1348 >  Eat,  Maybe Someday,  The Floor >  1348",,Puppet String >  Soul Food I >  Puppet String,,,,,,,
0,2019-02-02,"State Theatre, Portland, ME, USA",Robert Walter’s 20th Congress,['with The Gambler (Kenny Rogers) quote from Jake and tease from Kris before Ringo'],"{'1': 'with Dreams (Fleetwood Mac) jams and quote', '2': 'with Scott Metzger on guitar and Jake on keys', '3': 'with Jake on keys; ended with Pooh Doggie jam; unfinished', '4': '""Jimmy Stewart"" with lyrics'}",,,"Cemetery Walk,  Syncopated Strangers[1],  Remind Me,  Nemo >  Great American,  Girlfriend is Better[2] >  Cemetery Walk II","Bridgeless >  It Doesn't Matter,  Ringo[3],  Phil's Farm[4] >  Seasons >  Phil's Farm",,The Weight Around >  Bridgeless,,,,,,,
0,2019-02-14,"Brooklyn Steel, Brooklyn, NY, USA",,['last E.T.I. 02.04.2016 (281 shows)'],"{'1': 'with YYZ (Rush) teases', '2': ""with Baba O'Riley (The Who) teases""}",,,"Crucial Taunt,  Blue Echo,  Morning Song,  Bridgeless -> Seasons,  Rocker Part 2,  I Wanna Be Your Lover","Ringo[1],  Day Nurse >  1348,  The Linear >  E.T.I. >  Sludge & Death >  Booth Love >  Bridgeless",,Divisions[2],,,,,,,
0,2019-02-15,"Brooklyn Steel, Brooklyn, NY, USA",,None,"{'1': 'with Mike Maher on trumpet, Chris Ott on trombone, and Dan White on tenor saxophone', '2': 'with Human Nature (Michael Jackson) intro from Ryan; with Isaac Teel and Jake on percussion', '3': 'unfinished'}",,,"Maybe Someday >  Push & Pull,  Red Tape,  Example 1 >  Night Nurse >  Little Gift,  Wife Soup,  What You Need[1]","Plunger >  Turn & Dub,  Fat Man in the Bathtub[1],  Bad Friday[1],  August[2]",,Much Obliged[3] >  Kula,,,,,,,
0,2019-02-16,"Brooklyn Steel, Brooklyn, NY, USA",,None,"{'1': 'with Kanika Moore on vocals', '2': 'incomplete', '3': 'with The Chicken (Pee Wee Ellis) and The Safety Dance (Men Without Hats) teases', '4': 'with Jake on keys'}",,,"40's Theme,  Preamble >  Mantis >  Cemetery Walk,  Cemetery Walk II,  Deeper >  Kabump,  Mantis,  Kashmir[1]","Hurt Bird Bath -> Tomorrow Never Knows[2] >  Hurt Bird Bath >  Half Delayed,  Attachments >  The Floor,  Puppet String[3] >  The Triple Wide[4] >  Puppet String",,Remind Me,,,,,,,
0,2019-02-21,"Clyde Theatre, Fort Wayne, IN, USA",Moser Woods,['with La Grange (ZZ Top) and Ain’t Talking Bout Love (Van Halen) teases before Mad Love'],"{'1': 'with Entrance of the Gladiators (Julius Fučík) tease', '2': ""with Nicholas D'Virgilio on percussion"", '3': 'with Eruption (Van Halen) tease', '4': 'with Taking Care of Business (Bachman Turner Overdrive) jam and quote, Today (Smashing Pumpkins) tease, and 10th Grade quote'}",,,"It Doesn't Matter,  What We Could Get,  Space Funk Booty[1] -> Pooh Doggie >  Phil's Farm >  Glory,  Hurt Bird Bath >  Steppin' Razor >  Hurt Bird Bath","Miss Tinkle's Overture,  Search 4,  Mad Love,  Wappy Sprayberry[2] >  Fame >  Gulf Stream >  Pay the Snucka[3]",,All In Time[4],,,,,,,
0,2019-02-22,"The Fillmore, Detroit, MI, USA",Michal Menert and the Pretty Fantastics,None,"{'1': 'with Detroit Rock City (Kiss) tease and quote; with Syncopated Strangers teases', '2': 'with Jake on keys; unfinished', '3': 'with Everybody Wants You (Billy Squier) jam', '4': 'unfinished', '5': 'with YYZ (Rush) tease'}",,,"There's No Crying In Mexico >  Roulette,  Utopian Fir[1] >  Breaker,  Booth Love[2] >  Out Of Order >  The Bottom Half","The Silent Type,  Smell the Mitten[3],  Canary in a Coalmine >  In The Kitchen >  Nothing Too Fancy[4] >  Draconian",,Slacker[5],,,,,,,
0,2019-02-23,"The Fillmore, Detroit, MI, USA",Michal Menert and the Pretty Fantastics,None,"{'1': 'with Chuck Bartels replacing Ryan on bass', '2': 'with Nick Gerlach on saxophone', '3': 'with Stairway to Heaven (Led Zeppelin) tease', '4': 'completing the 02.22.2019 version'}",,,"Dump City,  Push & Pull,  Roctopus,  Der Bluten Kat >  Nopener >  Der Bluten Kat,  Immigrant Song[1],  Hangover","Dark Brush,  1000 Places to See Before You Die[2],  Attachments >  Hajimemashite >  The Triple Wide[3] >  2x2",,Conduit >  Nothing Too Fancy[4],,,,,,,
0,2019-03-01,"The Fox Theater, Oakland, CA, USA",Ghost-Note,None,"{'1': 'with Jake on keys', '2': 'with Let Me Blow Ya Mind (Eve) tease'}",,,"Gurgle >  Resolution >  2nd Self,  Believe the Lie,  Dig A Pony >  Tomorrow Never Knows -> Miami Virtue[1] >  JaJunk","All In Time >  Wife Soup,  Ocean Billy >  Maybe Someday >  Ocean Billy,  Good Times Bad Times,  Women Wine and Song >  All In Time",,Puppet String[2],,,,,,,
0,2019-03-02,"The Wiltern, Los Angeles, CA, USA",Ghost-Note,None,"{'1': ""with Can't You Hear Me Knocking (Rolling Stones) tease"", '2': 'with Nate Werth on percussion; with Soul Food II teases', '3': 'with Eruption (Van Halen) tease'}",,,"Plunger >  Walletsworth,  Half Delayed,  Night Nurse >  White Man's Moccasins[1],  Blue Echo >  No Diablo,  Wizard Burial Ground","Preamble >  Mantis,  Looks[2],  Virtual Insanity,  1348 -> Out Of Order >  Ringo[3]",,Triangle Tear >  1348,,,,,,,
0,2019-03-03,"""M3F Festival"" Margaret T. Hance Park, Phoenix, AZ, USA",,None,{},,"Attachments >  Speak Up,  The Silent Type,  Day Nurse,  August,  Daffodils,  Glory >  Bad Friday,  40's Theme",,,,,,,,,,,
0,2019-03-07,"Midtown Ballroom, Bend, OR, USA",Ghost-Note,None,"{'1': 'with Everybody Wants You (Billy Squier) teases', '2': 'with Regulate (Warren G and Nate Dogg) teases'}",,,"Le Blitz >  Get In The Van,  Spires >  Remind Me,  Cut Off,  Cemetery Walk,  Cemetery Walk II[1],  Roctopus","Miss Tinkle's Overture,  Forks,  Bridgeless,  Wellwishers,  Wappy Sprayberry >  In The Black,  Partyin' Peeps",,"Orfeo,  The Stranger[2]",,,,,,,
0,2019-03-08,"McDonald Theatre, Eugene, OR, USA",Ghost-Note,None,"{'1': 'with The Fuzz teases', '2': 'with Johnny B. Goode (Chuck Berry) tease', '3': 'unfinished', '4': 'with Robert ""Sput"" Searight on drums', '5': ""with Breezin' (George Benson) teases""}",,,"It Doesn't Matter[1],  Divisions,  Crucial Taunt,  #5[2] >  Domino Theory[3] -> #5,  Ride On Pony,  Mulche's Odyssey","Der Bluten Kat >  Final Word >  Der Bluten Kat,  I Wanna Be Your Lover[4],  Syncopated Strangers >  North Route >  Syncopated Strangers[5],  Hajimemashite >  The Silent Type",,Slacker,,,,,,,
0,2019-03-09,"Showbox SoDo, Seattle, WA, USA",Ghost-Note,None,"{'1': ""with Ain't Talkin' 'bout Love (Van Halen) tease; unfinished"", '2': ""with It's About That Time (Miles Davis) jam"", '3': ""with Wanna Be Startin' Somethin' (Michael Jackson) tease"", '4': 'with Nate Werth on percussion, Vaughn Henry on keyboards, and Sylvester Onyejiaka on saxophone', '5': 'with Roundabout (Yes) tease in intro'}",,,"Glory >  Rocker Part 2,  Sociable Jimmy >  Conduit >  Nothing Too Fancy[1] >  Make It Right,  Live and Let Die[2]","Draconian,  Seasons,  JaJunk[3] >  Booth Love[4],  Intentions Clear >  JaJunk",,Lenny[5] >  The Floor,,,,,,,
0,2019-03-10,"The Hive, Sandpoint, ID, USA",,None,"{'1': 'with The Message (Grandmaster Flash and the Furious Five) jam', '2': 'with Jeff Grady on percussion'}",,,"Triangle Tear,  Loose Ends >  Kabump >  Mail Package,  The Linear >  Upward,  The Fuzz,  Higgins","40's Theme,  Utopian Fir[1] >  Puppet String,  Den,  Front Porch",,I Want You (She's So Heavy)[2],,,,,,,
0,2019-03-21,"Penn's Peak, Jim Thorpe, PA, USA",Big Something,"['with Uncommon tease before Roulette', 'last Cinnamon Girl 10.16.2013 (526 shows)']","{'1': 'with Eruption (Van Halen) tease', '2': 'with Born Under a Bad Sign (William Bell/Booker T. Jones) teases', '3': 'with Robbie Williams on ""vocals""'}",,,"Seasons,  Got Your Milk (Right Here) >  Professor Wormbog[1],  Roulette,  Uncommon >  The Bottom Half,  Comma Later >  Andy's Last Beer","The Silent Type,  Dump City,  Whistle Kids,  Phil's Farm >  Nemo >  Phil's Farm,  Preamble >  Mantis[2] -> Believe the Lie",,Cinnamon Girl[3] >  Mantis,,,,,,,
0,2019-03-22,"Stage AE, Pittsburgh, PA, USA",Big Something,None,{'1': 'with Casey Cranford on saxophone'},,,"Drink My Drank >  Plunger,  Words,  Remind Me,  Higgins,  Partyin' Peeps","Can't You Hear Me Knocking[1],  Forks,  Puppet String,  Night Nurse,  Roctopus,  Example 1,  JaJunk",,The Floor,,,,,,,
0,2019-03-23,"Masonic Auditorium, Cleveland, OH, USA",Big Something,['last 50 Ways to Leave Your Lover 04.03.2014 (476 shows)'],"{'1': 'with Domino Theory teases', '2': 'with Everybody Wants You (Billy Squier) teases', '3': 'with Shhh / Peaceful (Miles Davis) teases'}",,,"Padgett's Profile,  Attachments >  Water >  Glory,  You & You Alone,  Little Gift >  Cut the Cable","Hurt Bird Bath[1],  Half Delayed >  All In Time[2] >  Utopian Fir >  No Comment >  Utopian Fir >  Booth Love,  Much Obliged[3] >  All In Time",,Drums >  50 Ways to Leave Your Lover,,,,,,,
0,2019-03-29,"Ryman Auditorium, Nashville, TN, USA",,None,{'1': 'with Rhiannon (Fleetwood Mac) teases and jam'},,,"Maybe Someday,  Red Tape,  Educated Guess,  It Doesn't Matter,  Plunger >  Anchor Drops >  Plunger","Miss Tinkle's Overture,  Resolution >  Seasons,  Women Wine and Song >  The Triple Wide[1],  In The Kitchen",,Roctopus,,,,,,,
0,2019-03-30,"Ryman Auditorium, Nashville, TN, USA",,"['last Ten Years Gone 09.11.2003 (1,769 shows)']","{'1': 'unfinished', '2': 'with Brendan and Jake on acoustics', '3': 'with Brendan on acoustic', '4': 'debut in full; Led Zeppelin', '5': 'debut, Tyler Childers; with Brendan on acoustic', '6': 'with Over the Hills and Far Away (Led Zeppelin) tease'}",,,"October Rain >  Spires[1] -> Half Delayed >  Day Nurse,  Uncle Wally[2],  The Pequod[2] >  The Weight Around[3],  The Crooked One[1],  2x2,  Ten Years Gone[4]","Divisions,  Mulche's Odyssey,  Thin Air,  Whitehouse Road[5],  Draconian",,Ringo[6],,,,,,,
0,2019-04-03,"Belly Up Aspen, Aspen, CO, USA",,['last London Calling 01.31.2011 (833 shows)'],"{'1': 'with Roundabout (Yes) teases', '2': '""Jimmy Stewart"" with lyrics', '3': 'with Maybe Someday and FDR teases', '4': 'with Q*Bert tease'}",,,"Push the Pig >  The Fussy Dutchman,  Wappy Sprayberry >  Intentions Clear[1] >  In The Black,  Bridgeless","Ocean Billy,  Mail Package,  JaJunk[2] >  The Silent Type[3] >  JaJunk,  London Calling,  Slacker",,Much Obliged[4] >  Immigrant Song,,,,,,,
0,2019-04-04,"Belly Up Aspen, Aspen, CO, USA",,None,{'1': 'with Jason Hann on percussion'},,,"Prowler >  2nd Self,  Looks,  Morning Song >  Booth Love,  The Linear >  Glory","Bright Lights, Big City[1],  Remind Me,  Mantis >  Smell the Mitten,  Jessica >  Mantis",,40's Theme,,,,,,,
0,2019-04-05,"""The Apres"" Buttermilk Ski Area, Aspen, CO, USA",,None,"{'1': 'unfinished', '2': 'with All Things Ninja teases', '3': 'with Muff II: The Revenge jam', '4': 'with Domino Theory jam and Happy Birthday (trad.) tease'}",,"Plunger >  Speak Up,  Bad Friday[1] >  When the World Is Running Down You Make the Best of What's Still Around >  Puppet String,  Attachments,  1348[2] >  Similar Skin,  Higgins[3],  The Floor >  1348",,,,Hurt Bird Bath[4],,,,,,,
0,2019-04-27,"""Trondossa Music & Arts Fest"" Riverfront Park, North Charleston, SC, USA",,None,{'1': 'with La Grange (ZZ Top) jam'},,,"Walletsworth >  The Silent Type,  Women Wine and Song[1] -> The Linear >  Hajimemashite,  Driven to Tears >  Spires >  Bass solo >  August >  Resolution >  1348",,,,,,,,,,
0,2019-04-28,"""Trondossa Music & Arts Fest"" Riverfront Park, North Charleston, SC, USA",,None,{'1': 'with Kanika Moore on vocals'},,"Roctopus,  Speak Up >  Half Delayed,  Wappy Sprayberry >  Ringo,  North Route >  Seasons,  Kashmir[1],  Mulche's Odyssey",,,,,,,,,,,
0,2019-05-10,"""Charlotte SHOUT! Festival"" Romare Bearden Park, Charlotte, NC, USA",,None,"{'1': 'with G. Love on harmonica and Mike Quinn on saxophone', '2': 'with MLK (U2) tease', '3': 'with Roundabout and Mood For a Day (Yes) teases in intro'}",,,"Remind Me,  Slacker,  Nemo >  Sociable Jimmy >  Nemo,  Roulette >  The Triple Wide,  Can't You Hear Me Knocking[1]","Nothing Too Fancy >  Partyin' Peeps,  Bridgeless[2] >  Attachments,  Wappy Sprayberry >  Bridgeless,  Glory[3] >  Nothing Too Fancy",,Comfortably Numb,,,,,,,
0,2019-05-23,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA",,"['Red Barn', 'late night set', 'last Stop 06.09.2000 (2,251 shows)']","{'1': 'with Third Stone From the Sun (Jimi Hendrix) teases; unfinished', '2': 'with Jake on keys', '3': 'with Hysteria (Def Leppard) tease', '4': 'with One (Metallica) tease'}",,"1348[1] >  2x2,  Comma Later >  Domino Theory,  Attachments[2] >  Example 1,  Stop,  Dump City",,,,Much Obliged[3] >  Kula[4],,,,,,,
0,2019-05-24,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA",,"['Sunshine Stage', 'for the second set, the album Anchor Drops was played in its entirety', 'last Bullhead City 05.06.2016 (276 shows)']","{'1': 'with Here Come the Mummies on horns', '2': 'completing the 05.23.2019 version', '3': 'with Hang Up Your Hang Ups (Herbie Hancock) jam', '4': 'with Tierinii Jackson on vocals and Jake on acoustic'}",,,"Bad Friday,  Ringo >  #5,  Sledgehammer[1],  Phil's Farm,  Intentions Clear >  1348[2],  Bridgeless","Plunger[3],  Anchor Drops,  In The Kitchen,  Bullhead City[4],  Miss Tinkle's Overture,  Uncommon,  JaJunk >  13 Days >  JaJunk,  Walletsworth,  Robot World >  Mulche's Odyssey,  The Pequod >  Wife Soup",,,,,,,,,
0,2019-05-25,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA",,"['Sunshine Stage', 'show was halted due to inclement weather']","{'1': 'debut, original', '2': 'unfinished'}",,,"Unsung Hero[1] >  Room to Breathe >  The Triple Wide >  Seasons,  Draconian,  Slacker,  Puppet String[2]",,,,,,,,,,
0,2019-05-26,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA",,['Sunshine Stage'],"{'1': 'with Allie Kral on violin and Arlo McKinley on vocals', '2': 'with Reubula tease; unfinished', '3': 'with Norwegian Wood (The Beatles) jam', '4': 'completing the 05.25.2019 version', '5': 'debut, Soundgarden; with Andy on drums and Kris only on vocals'}",,"Roctopus,  40's Theme,  The Silent Type,  Day Nurse,  Whitehouse Road[1],  Utopian Fir[2] >  Hajimemashite,  Resolution[3] >  Puppet String[4],  Glory,  Outshined[5]",,,,,,,,,,,
0,2019-05-30,"Avondale Brewing Company, Birmingham, AL, USA",,['last Who Knows 08.14.2015 (345 shows)'],{},,,"In The Black,  Turn & Dub,  Mantis >  2nd Self,  Similar Skin >  Got Your Milk (Right Here) >  Mantis","All In Time >  Hangover >  Who Knows >  Hangover,  Hurt Bird Bath,  Conduit,  Upward,  Eminence Front >  All In Time",,Remind Me,,,,,,,
0,2019-05-31,"""Backwoods Music Festival"" Mulberry Mountain, Ozark, AR, USA",,['Motherland Stage'],{},,"The Silent Type,  Attachments >  The Floor,  It Doesn't Matter >  Nothing Too Fancy >  I Ran >  Nothing Too Fancy,  Half Delayed >  Day Nurse",,,,1348,,,,,,,
0,2019-06-01,"""Cathead Jam"" Cathead Distillery, Jackson, MS, USA",,None,{},,"Plunger >  Push the Pig,  August,  Mulche's Odyssey >  Wappy Sprayberry >  Mulche's Odyssey,  Can't You See,  The Bottom Half",,,,"Den,  Cut the Cable,  Booth Love",,,,,,,
0,2019-06-21,"Red Rocks Amphitheatre, Morrison, CO, USA",Spafford,None,"{'1': 'debut, Pink Floyd; with Kanika Moore on vocals'}",,,"Roctopus,  #5,  Seasons,  The Fussy Dutchman,  Syncopated Strangers,  Rocker Part 2,  Red Tape","The Silent Type,  Ringo,  Cemetery Walk,  Cemetery Walk II,  Have A Cigar[1],  Draconian",,Nemo >  In The Kitchen >  Nemo,,,,,,,
0,2019-06-22,"Red Rocks Amphitheatre, Morrison, CO, USA",Turkuaz,"['last With a Little Help from My Friends 12.31.2008 (1,088 shows); played for Jeff']","{'1': 'with Fool In the Rain (Led Zeppelin) tease', '2': 'with Christopher Brouwers on trumpet, and Greg Sanderson and Joshua Schwartz on saxophones', '3': 'with Shira Elias and Sammi Garett on vocals, Brouwers on trumpet, and Sanderson and Schwartz on saxophones', '4': 'debut, Talking Heads (Al Green); with Elias and Garett on vocals, Brouwers on trumpet, and Sanderson and Schwartz on saxophones'}",,,"Unsung Hero >  Andy's Last Beer,  Made to Measure >  Crucial Taunt,  Half Delayed >  Utopian Fir[1] >  The Fuzz >  Glory,  Comma Later[2],  With a Little Help from My Friends[3]","Attachments >  2x2,  Day Nurse >  40's Theme,  Example 1[2],  Take Me To the River[4]",,Remind Me,,,,,,,
0,2019-06-23,"Red Rocks Amphitheatre, Morrison, CO, USA",,"['In the Light intro before Immigrant Song', 'last Hey, Hey What Can I Do 06.28.2015 (364 shows)', 'last Bron-Y-Aur Stomp 04.24.2010 (930 shows)', 'last No Quarter 11.15.2005 (1,467 shows)']","{'1': 'with Back In Black (AC/DC) teases', '2': 'with Jason Bonham on drums and James Dylan on vocals', '3': 'debut, Led Zeppelin; with Jason Bonham on drums and James Dylan on vocals', '4': 'with Jason Bonham on drums', '5': 'with Jason Bonham on drums and Brendan on acoustic', '6': 'with Jason Bonham on drums, James Dylan on vocals, and Eric Krasno on guitar', '7': ""with It's About That Time (Mile Davis) jam; unfinished"", '8': 'with Waterfalls (TLC) quotes', '9': 'with Immigrant Song (Led Zeppelin) teases'}",,,"Bridgeless >  Bad Friday,  Anchor Drops >  It Doesn't Matter[1],  Slacker,  Blue Echo >  The Floor","Immigrant Song[2],  Ramble On[3],  How Many More Times[2],  Ten Years Gone[4],  Hey, Hey What Can I Do[5],  Bron-Y-Aur Stomp[5],  No Quarter[2],  What Is and What Should Never Be[3],  Whole Lotta Love[6],  Kashmir[2]","Dump City,  Preamble >  Mantis[7],  Front Porch[8],  August >  Bridgeless[9]","Conduit[4],  The Song Remains the Same[2]",,,,,,,
0,2019-07-03,"House of Blues, Anaheim, CA, USA",Ron Artis II & the Truth,['with YYZ and Spirit of the Radio (Rush) teases before Resolution'],"{'1': 'with Body and Soul (William Onyeabor) teases', '2': 'with Regulate (Warren G) jam, and Sailing (Christopher Cross) and Roundabout (Yes) teases'}",,,"Bathing Digits >  Hurt Bird Bath,  Similar Skin[1] >  2nd Self,  The Linear[2] >  Spires","All In Time -> Syncopated Strangers >  Ocean Billy,  Resolution >  Glory,  Hot for Teacher,  Maybe Someday",,Tribute to the Spinal Shaft >  All In Time,,,,,,,
0,2019-07-05,"""Britt Music & Arts Festival"" Britt Pavilion, Jacksonville, OR, USA",Ron Artis II & the Truth,None,"{'1': 'with Layla (Derek and the Dominos) jam and quote', '2': 'with Over the Hills and Far Away (Led Zeppelin) teases', '3': 'with Off the Wall (Michael Jackson) teases'}",,,"Out Of Order,  JaJunk >  The Pequod >  Phil's Farm,  Utopian Fir[1],  You & You Alone,  Life During Exodus","It Doesn't Matter,  Miami Virtue >  JaJunk,  Night Nurse >  Puppet String[2] >  Miss Tinkle's Overture",,Booth Love[3],,,,,,,
0,2019-07-06,"""High Sierra Music Festival"" Plumas-Sierra County Fairgrounds, Quincy, CA, USA",,['Grandstand Stage'],{'1': 'with Skerik on saxophone'},,"Attachments,  The Silent Type,  Plunger,  Speak Up,  Preamble >  Mantis >  1348 >  Mantis,  Let's Dance[1]",,,,The Triple Wide >  Hajimemashite >  1348,,,,,,,
0,2019-07-13,"""4848 Festival"" Snowshoe Mountain Resort, Snowshoe, WV, USA",,['Sky Stage'],"{'1': 'with Billy Strings on guitar, Paul Hoffman on mandolin, and Anders Beck on dobro', '2': 'with Dr. Feelgood (Motley Crue) jam and quote; unfinished'}",,"October Rain >  Dump City,  White Man's Moccasins,  Der Bluten Kat >  Much Obliged >  Der Bluten Kat >  Higgins,  Bad Poker,  Nothing Too Fancy[1],  Outshined",,,,"2x2,  In The Kitchen[2] >  The Floor",,,,,,,
