primary_key,date,title,venue,city,state,country,vip,support,notes,tags,set_ct,song_ct
01-10-2012-Atlantic_Ocean-1-11,01-10-2012,"""Jam Cruise 10"" MSC Poesia, Atlantic Ocean, Atlantic Ocean","Jam Cruise 10"" MSC Poesia",Atlantic Ocean,,Atlantic Ocean,False,,['Teatro Carlo Felice'],"{1: 'with Darren Shearer replacing Kris; with Oh My God (Erlend & Steinjo) jam and lyrics', 2: 'with John Oates on guitar', 3: 'debut Van Halen; Jake solo'}",1,11
01-20-2012-New_York-3-15,01-20-2012,"Best Buy Theater, New York, NY, USA",Best Buy Theater,New York,NY,USA,False,The London Souls,,{1: 'Jake solo'},3,15
01-21-2012-New_York-3-18,01-21-2012,"Best Buy Theater, New York, NY, USA",Best Buy Theater,New York,NY,USA,False,The London Souls,,"{1: '""Jimmy Stewart"" with lyrics', 2: 'debut, Daft Punk', 3: 'with Bob tease; ""Jimmy Stewart"" with lyrics', 4: 'debut, Etta James, in tribute to her recent passing; with Jennifer Hartswick on vocals'}",3,18
01-26-2012-Puerto_Morelos-3-17,01-26-2012,"""Mayan Holidaze"" Now Sapphire Riviera Cancun, Puerto Morelos, Mexico","Mayan Holidaze"" Now Sapphire Riviera Cancun",Puerto Morelos,,Mexico,False,,,"{1: 'with Bulls On Parade (Rage Against the Machine) jam', 2: 'with In the Hall of the Mountain King (Edvard Grieg) teases', 3: 'with The Triple Wide teases'}",3,17
01-27-2012-Puerto_Morelos-2-11,01-27-2012,"""Mayan Holidaze"" Now Sapphire Riviera Cancun, Puerto Morelos, Mexico","Mayan Holidaze"" Now Sapphire Riviera Cancun",Puerto Morelos,,Mexico,False,,,{},2,11
01-29-2012-Puerto_Morelos-2-11,01-29-2012,"""Mayan Holidaze"" Now Sapphire Riviera Cancun, Puerto Morelos, Mexico","Mayan Holidaze"" Now Sapphire Riviera Cancun",Puerto Morelos,,Mexico,False,,,{1: 'with Dominic Lalli on saxophone and Jennifer Hartswick on trumpet'},2,11
02-02-2012-Minneapolis-3-15,02-02-2012,"First Avenue, Minneapolis, MN, USA",First Avenue,Minneapolis,MN,USA,False,,,"{1: ""with I Keep Forgettin' (Michael McDonald) and Xxplosive (Dr. Dre) teases""}",3,15
02-02-2012-Minneapolis-2-11,02-02-2012,"First Avenue, Minneapolis, MN, USA",First Avenue,Minneapolis,MN,USA,False,,"['an All Night Wrong late night cover set, comprised entirely of fan voted cover songs', 'this show took place in 7th St Entry']","{1: '""dub version""', 2: 'with Jake replacing Kris on drums'}",2,11
02-03-2012-Minneapolis-3-17,02-03-2012,"First Avenue, Minneapolis, MN, USA",First Avenue,Minneapolis,MN,USA,False,,,"{1: ""with There's No Crying in Mexico jam"", 2: 'with One Nation Under a Groove (Funkadelic) teases'}",3,17
02-04-2012-Indianapolis-1-11,02-04-2012,"Super Bowl Village, Indianapolis, IN, USA",Super Bowl Village,Indianapolis,IN,USA,False,,['free show on the Verizon Stage'],{},1,11
02-08-2012-State_College-3-17,02-08-2012,"The State Theatre, State College, PA, USA",The State Theatre,State College,PA,USA,False,,,{1: 'with Smoke on the Water (Deep Purple) tease'},3,17
02-09-2012-Buffalo-3-17,02-09-2012,"The Town Ballroom, Buffalo, NY, USA",The Town Ballroom,Buffalo,NY,USA,False,,,"{1: 'with Another Brick In the Wall (Pink Floyd) tease', 2: 'with Joel Moog solo', 3: 'with Soul Food II jam'}",3,17
02-10-2012-Boston-3-20,02-10-2012,"House of Blues, Boston, MA, USA",House of Blues,Boston,MA,USA,False,Work Drugs,,"{1: 'with lyrics', 2: 'debut, original'}",3,20
02-11-2012-Philadelphia-3-22,02-11-2012,"Electric Factory, Philadelphia, PA, USA",Electric Factory,Philadelphia,PA,USA,False,Work Drugs,,"{1: 'with I Wanna Dance with Somebody (Whitney Houston) tease', 2: 'with I Will Always Love You (Dolly Parton) teases', 3: 'with Mercy Street (Peter Gabriel) teases in intro', 4: 'debut, Ween'}",3,22
02-12-2012-Baltimore-3-16,02-12-2012,"Ram's Head Live!, Baltimore, MD, USA",Ram's Head Live!,Baltimore,MD,USA,False,Work Drugs,,"{1: '""Jimmy Stewart"" with lyrics'}",3,16
02-15-2012-Lexington-3-16,02-15-2012,"Buster's Billiards & Backroom, Lexington, KY, USA",Buster's Billiards & Backroom,Lexington,KY,USA,False,,,{1: 'with extended intro'},3,16
02-16-2012-Charlotte-3-17,02-16-2012,"The Fillmore, Charlotte, NC, USA",The Fillmore,Charlotte,NC,USA,False,The Mantras,['last Miss Gradenko 07.15.2007 (523 shows)'],"{1: 'debut, original', 2: 'with Soul Food II jam intro', 3: ""with Breezin' (George Benson) teases""}",3,17
02-17-2012-Columbus-3-19,02-17-2012,"Lifestyle Communities Pavilion, Columbus, OH, USA",Lifestyle Communities Pavilion,Columbus,OH,USA,False,Twin Cats,['last Red 10.08.2009 (269 shows)'],"{1: 'with Live and Let Die (Wings) teases', 2: 'debut, Blue Öyster Cult', 3: 'with Cowboys From Hell (Pantera), Walk (Pantera), and Seek & Destroy (Metallica) teases'}",3,19
02-18-2012-Detroit-3-20,02-18-2012,"The Fillmore, Detroit, MI, USA",The Fillmore,Detroit,MI,USA,False,Twin Cats,,"{1: ""It's So Cold in the D (T-Baby) quote in intro"", 2: 'with Nicholas Gerlach on saxophone', 3: 'debut, Kiss'}",3,20
02-19-2012-Urbana-3-17,02-19-2012,"The Canopy Club, Urbana, IL, USA",The Canopy Club,Urbana,IL,USA,False,,,{1: 'unfinished'},3,17
03-07-2012-Aspen-3-20,03-07-2012,"Belly Up Aspen, Aspen, CO, USA",Belly Up Aspen,Aspen,CO,USA,False,,,"{1: 'unfinished', 2: 'debut in full, Jimi Hendrix'}",3,20
03-08-2012-Aspen-3-15,03-08-2012,"Belly Up Aspen, Aspen, CO, USA",Belly Up Aspen,Aspen,CO,USA,False,,,{},3,15
03-09-2012-Denver-3-20,03-09-2012,"Fillmore Auditorium, Denver, CO, USA",Fillmore Auditorium,Denver,CO,USA,False,Jimkata,,"{1: 'with Dominic Lalli on saxophone', 2: 'with Soul Food II jam'}",3,20
03-10-2012-Salt_Lake_City-3-20,03-10-2012,"The Depot, Salt Lake City, UT, USA",The Depot,Salt Lake City,UT,USA,False,,,"{1: 'debut, original', 2: 'with So What (Miles Davis) jam'}",3,20
03-11-2012-Crystal_Bay-3-19,03-11-2012,"Crystal Bay Club Casino, Crystal Bay, NV, USA",Crystal Bay Club Casino,Crystal Bay,NV,USA,False,,,"{1: 'with $5.00 Foot Long (Subway commercial) jam and quotes', 2: 'debut in full, AC/DC', 3: 'with Cowboys from Hell (Pantera) teases'}",3,19
03-15-2012-Las_Vegas-3-15,03-15-2012,"Silverton Casino, Las Vegas, NV, USA",Silverton Casino,Las Vegas,NV,USA,False,Vokab Kompany,,{1: 'with Eruption (Van Halen) tease and Bulls On Parade (Rage Against the Machine) chorus'},3,15
03-16-2012-West_Hollywood-1-7,03-16-2012,"""True Hollywood Stories"" House of Blues - Sunset Strip, West Hollywood, CA, USA","""True Hollywood Stories"" House of Blues - Sunset Strip",West Hollywood,CA,USA,False,,['True Hollywood Stories: An Intimate Acoustic Afternoon With'],{},1,7
03-16-2012-West_Hollywood-3-18,03-16-2012,"House of Blues - Sunset Strip, West Hollywood, CA, USA",House of Blues - Sunset Strip,West Hollywood,CA,USA,False,Mother Hips,,"{1: ""with Can't You Hear Me Knocking (The Rolling Stones) teases""}",3,18
03-17-2012-Oakland-3-21,03-17-2012,"The Fox Theater, Oakland, CA, USA",The Fox Theater,Oakland,CA,USA,False,Mother Hips,,"{1: ""with I'm On Fire (Bruce Springsteen) tease""}",3,21
03-18-2012-Sacramento-3-17,03-18-2012,"Harlow's, Sacramento, CA, USA",Harlow's,Sacramento,CA,USA,False,,,"{1: 'with For Whom the Bell Tolls (Metallica) jam', 2: '""Jimmy Stewart"" with lyrics'}",3,17
03-21-2012-Ashland-3-22,03-21-2012,"Historic Ashland Armory, Ashland, OR, USA",Historic Ashland Armory,Ashland,OR,USA,False,,,{},3,22
03-22-2012-Seattle-3-20,03-22-2012,"Showbox at the Market, Seattle, WA, USA",Showbox at the Market,Seattle,WA,USA,False,Vokab Kompany,,"{1: 'with Abracadabra (Steve Miller Band) jam', 2: 'with The New Deal jam', 3: 'just Andy and Kris on stage'}",3,20
03-23-2012-Portland-3-17,03-23-2012,"Roseland Theater, Portland, OR, USA",Roseland Theater,Portland,OR,USA,False,Vokab Kompany,,{1: 'unfinished'},3,17
03-24-2012-Boise-3-16,03-24-2012,"Knitting Factory, Boise, ID, USA",Knitting Factory,Boise,ID,USA,False,,,"{1: 'with Norwegian Wood (The Beatles) jam', 2: 'with La Grange (ZZ Top) jam', 3: 'with Will You Be There (Michael Jackson) and Xxplosive (Dr. Dre) teases'}",3,16
03-25-2012-Missoula-3-19,03-25-2012,"The Wilma Theatre, Missoula, MT, USA",The Wilma Theatre,Missoula,MT,USA,False,,,"{1: 'debut, original', 2: 'with Forty Six & 2 (Tool) jam', 3: 'with Blues for Los Angeles (Bill Frisell) tease', 4: 'with Great Gig In the Sky (Pink Floyd) ending', 5: 'with Demolition Man (The Poice) jam'}",3,19
04-12-2012-Charleston-3-19,04-12-2012,"Music Farm, Charleston, SC, USA",Music Farm,Charleston,SC,USA,False,,['last Black Sabbath 02.02.2010 (250 shows)'],{1: 'with Star Wars theme (John Williams) tease'},3,19
04-13-2012-Athens-3-20,04-13-2012,"Georgia Theatre, Athens, GA, USA",Georgia Theatre,Athens,GA,USA,False,,"['last Kashmir 11.18.2009 (269 shows)', ""last Wanna Be Startin' Somethin' 02.25.2004 (1,010 shows)""]",{1: 'incomplete'},3,20
04-14-2012-New_Orleans-3-16,04-14-2012,"House of Blues, New Orleans, LA, USA",House of Blues,New Orleans,LA,USA,False,,,{},3,16
04-17-2012-Fayetteville-3-15,04-17-2012,"George's Majestic Lounge, Fayetteville, AR, USA",George's Majestic Lounge,Fayetteville,AR,USA,False,,,"{1: ""with Chitlins Con Carne (Kenny Burrell) and Can't You Hear Me Knocking (The Rolling Stones) jams""}",3,15
04-18-2012-Fayetteville-3-15,04-18-2012,"George's Majestic Lounge, Fayetteville, AR, USA",George's Majestic Lounge,Fayetteville,AR,USA,False,,"['setbreak featured a peformance of Fearless (Pink Floyd) by Finger Tight, the crew band: Bobby Haight, drums; Chris Mitchell, percussion; Andrew Queen, guitar; Bob Ston, bass; Jefferson Waful, vocals and keyboards; Robbie Williams, vocals and guitar; Jake on FOH, Joel on monitors, and Ryan ran lights']",{1: 'with Rhiannon (Fleetwood Mac) teases'},3,15
04-19-2012-Tulsa-3-20,04-19-2012,"Cain's Ballroom, Tulsa, OK, USA",Cain's Ballroom,Tulsa,OK,USA,False,,['Up on Cripple Creek was played in remembrance of Levon Helm'],{1: 'unfinished'},3,20
04-20-2012-Austin-3-20,04-20-2012,"Stubb's BBQ, Austin, TX, USA",Stubb's BBQ,Austin,TX,USA,False,,,"{1: 'with A Love Supreme (John Coltrane) jam', 2: 'parts I & II only'}",3,20
04-21-2012-Dallas-1-4,04-21-2012,"Good Records, Dallas, TX, USA",Good Records,Dallas,TX,USA,False,,['In-store performance'],{},1,4
04-21-2012-Dallas-3-19,04-21-2012,"House of Blues, Dallas, TX, USA",House of Blues,Dallas,TX,USA,False,,,"{1: 'part III only', 2: 'with Feels So Good (Chuck Mangione) tease'}",3,19
04-26-2012-Chicago-2-14,04-26-2012,"Park West, Chicago, IL, USA",Park West,Chicago,IL,USA,False,,"['Private concert for HUG Chicago 2012 volunteers. Chicago was introduced by Tom Ricketts, the owner of the Chicago Cubs.', 'last Hoochie Coochie Man 12.29.2008 (391 shows)', ""last Damn Right I've Got the Blues 12.29.2008 (391 shows)""]","{1: 'debut, original', 2: 'with Buddy Guy'}",2,14
04-27-2012-Chicago-5-28,04-27-2012,"""UMBowl III"" Park West, Chicago, IL, USA","""UMBowl III"" Park West",Chicago,IL,USA,False,,"['first quarter was comprised of attendees\' votes, ""All Request""', '', ""second quarter was a Stew Art event: Afternoon Nurse > Funk Our Face Off > Middle Eastern Metal > Drum 'n Bass > Soaring Uplifting Jam Part 2 > Afternoon Bus Ride In Jamaica > Increasing Tempo Jam > Yacht Rock Jam [with Breezin' (George Benson) jam] > Hip Hop Tribute [Tribute To the Spinal Shaft, I Keep Forgettin’ (Michael McDonald), Xxplosive (Dr. Dre), and Gz and Hustlas (Snoop Dogg) teases] > Take Us To The Disco Tech"", '', 'third quarter was in ""choose your own adventure"" style, with attendees voting for the next ""adventure"" live: Start Bridgeless, Start All In Time, or Start Mulche\'s Odyssey; Transition into Much Obliged, Transition into Glory, or Transition into Resolution; Transition into Linear, Transition into The Floor, or Transition into Loose Ends; Start Puppet String, Start 40\'s Theme, or Start August; Transition into 2nd half of Bridgeless, Transition into 2nd half of All In Time; Transition into 2nd half Mulche\'s Odyssey; Start Mantis, Start Nothing Too Fancy, or Start 1348; Transition into I Ran (Flock of Seagulls), Transition into Making Flippy Floppy (Talking Heads), or Transition into Rosanna (Toto); Transition into 2nd half of Mantis, Transition into 2nd half of Nothing Too Fancy, or Transition into 2nd half of 1348', '', 'fourth quarter was Raw Stewage, comprised of attendees\' votes for past ""Jimmy Stewarts"": Liberty Echo (10.20.2007 Mulche\'s Odyssey), White Pickle (06.10.2006 The Haunt), Den (02.11.2011 Bright Lights Big City), Theresa (03.03.2011 Intentions Clear), 9:30 (12.11.2004 The Triple Wide), REW (04.08.2005 Nemo), Lift & Separate (11.02.2006 Groove Holmes), and Dream Team (01.22.2009 In the Kitchen)', '', 'last Help On the Way 03.04.2000 (1,576 shows)', 'last Slipknot! 03.04.2000 (1,576 shows)']","{1: 'debut, original', 2: 'debut, Tool', 3: 'unfinished', 4: 'unfinished; with Lay Down Sally (Eric Clapton) jam', 5: 'ending only', 6: 'debut, original; with lyrics'}",5,28
04-28-2012-Chicago-3-24,04-28-2012,"Martyrs', Chicago, IL, USA",Martyrs',Chicago,IL,USA,False,,"['private show put on by fans, billed as ""Bill Graham for a Day""', 'last Down Under 11.19.2008 (400 shows)', 'last 50 Ways to Leave Your Lover 10.27.2009 (290 shows)', ""last Baby Honey Sugar Darlin' 11.14.2009 (282 shows)"", 'last The Other Side of Things 07.20.2001 (1,410 shows)']","{1: ""with Thunderkiss '65 (White Zombie) jam"", 2: '""Jimmy Stewart"" with lyrics', 3: 'with In the Kitchen teases', 4: 'with ""Zsa Zsa Gabor, Fifi"" lyrics; also, ""Jimmy Stewart"" with lyrics', 5: 'debut, Iron Maiden', 6: 'verses only, no chorus', 7: 'debut, Modest Mouse', 8: '""lounge version""', 9: 'debut, ZZ Top', 10: 'debut, Brendan, Wade Wilby, and Clayton Halsey'}",3,24
05-18-2012-Gulf_Shores-1-11,05-18-2012,"""Hangout Music Festival"" Gulf Shores Public Beach, Gulf Shores, AL, USA","""Hangout Music Festival"" Gulf Shores Public Beach",Gulf Shores,AL,USA,False,,['Letting Go Stage'],"{1: 'with Xxplosive and Still D.R.E. (both Dr. Dre) teases', 2: 'with Soul Food II jam'}",1,11
05-25-2012-Chillicothe-2-19,05-25-2012,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA","""Summer Camp Music Festival"" Three Sisters Park",Chillicothe,IL,USA,False,,['Sunshine Stage'],"{1: 'with #5 tease', 2: ""with There's No Crying In Mexico tease"", 3: 'with One Nation Under a Groove (Funkadelic) jam'}",2,19
05-26-2012-Chillicothe-vip-2-6,05-26-2012,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA","""Summer Camp Music Festival"" Three Sisters Park",Chillicothe,IL,USA,True,,"['Three Sisters Church', 'Show for those who purchased the VIP package', 'last Mamu 11.14.2008 (408 shows)']",{},2,6
05-26-2012-Chillicothe-3-17,05-26-2012,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA","""Summer Camp Music Festival"" Three Sisters Park",Chillicothe,IL,USA,False,,['Sunshine Stage'],"{1: 'debut, original', 2: ""with Thunder Kiss '65 (White Zombie) tease""}",3,17
05-27-2012-Chillicothe-2-12,05-27-2012,"""Summer Camp Music Festival"" Three Sisters Park, Chillicothe, IL, USA","""Summer Camp Music Festival"" Three Sisters Park",Chillicothe,IL,USA,False,,['Sunshine Stage'],"{1: '""Jimmy Stewart"" with Cut The Cable (30db) lyrics', 2: 'debut, original', 3: ""with There's No Crying In Mexico tease"", 4: 'with The Fuzz tease'}",2,12
06-01-2012-Ozark-1-10,06-01-2012,"""Wakarusa Music and Camping Festival"" Mulberry Mountain, Ozark, AR, USA","""Wakarusa Music and Camping Festival"" Mulberry Mountain",Ozark,AR,USA,False,,['Revival Tent'],{},1,10
06-02-2012-Ozark-1-14,06-02-2012,"""Wakarusa Music and Camping Festival"" Mulberry Mountain, Ozark, AR, USA","""Wakarusa Music and Camping Festival"" Mulberry Mountain",Ozark,AR,USA,False,,['Main Stage'],{},1,14
06-08-2012-Manchester-3-25,06-08-2012,"Bonnaroo Music & Arts Festival, Manchester, TN, USA",Bonnaroo Music & Arts Festival,Manchester,TN,USA,False,,"['This Tent', 'late night show', 'seamless full-band switch with Big Gigantic between sets']","{1: 'with One Nation Under a Groove (Funkadelic) tease', 2: 'with Stranglehold (Ted Nugent) jam', 3: 'with Bulls On Parade (Rage Against the Machine)', 4: '""dub version""', 5: ""segue into Big Gigantic's Tweener set"", 6: ""segued out of Big Gigantic's Tweener set; with Wanna Be Startin' Somethin' (Michael Jackson) jam"", 7: 'unfinished'}",3,25
06-28-2012-Richmond-3-16,06-28-2012,"Lewis Ginter Botanical Garden, Richmond, VA, USA",Lewis Ginter Botanical Garden,Richmond,VA,USA,False,,"['prior to this version, Visions was known as Visions of Parin']","{1: ""with Can't You Hear Me Knocking (The Rolling Stones) teases"", 2: 'with Crazy Train (Ozzy Osbourne) jam; unfinished'}",3,16
06-29-2012-Philadelphia-2-14,06-29-2012,"Outside the Factory, Philadelphia, PA, USA",Outside the Factory,Philadelphia,PA,USA,False,G. Love & Special Sauce,['Show was prematurely ended due to an impending storm'],"{1: 'debut, The Rolling Stones; with G. Love on harmonica'}",2,14
06-30-2012-Boston-2-12,06-30-2012,"Bank of America Pavilion, Boston, MA, USA",Bank of America Pavilion,Boston,MA,USA,False,G. Love & Special Sauce,,{},2,12
07-01-2012-Asbury_Park-2-16,07-01-2012,"Stone Pony Summerstage, Asbury Park, NJ, USA",Stone Pony Summerstage,Asbury Park,NJ,USA,False,G. Love & Special Sauce,['last Sad Gorillaz 09.15.2009 (320 shows)'],"{1: 'with G. Love on harmonica', 2: 'debut, Danzig'}",2,16
07-03-2012-Interlochen-2-14,07-03-2012,"Kresge Auditorium, Interlochen, MI, USA",Kresge Auditorium,Interlochen,MI,USA,False,G. Love & Special Sauce,['last Last Train Home 10.02.2009 (314 shows)'],"{1: ""with Wanna Be Startin' Somethin' (Michael Jackson) teases"", 2: 'with Stairway to Heaven (Led Zeppelin) tease'}",2,14
07-04-2012-Cincinnati-3-26,07-04-2012,"Moonlite Gardens, Cincinnati, OH, USA",Moonlite Gardens,Cincinnati,OH,USA,False,G. Love & Special Sauce,"['last War Pigs 02.02.2010 (275 shows)', 'last Gin and Juice 02.06.2003 (1,198 shows)']","{1: 'with Cincinnati Brass Band, performing from the balcony', 2: ""with Cincinnati Brass Band; with Let Me Clear My Throat (DJ Kool; Horns), The Ocean (Led Zeppelin; Band), Bad Romance (Lady Gaga; H), The Trooper (Iron Maiden; B), Apache (The Sugarhill Gang; H), Hot for Teacher (Van Halen; B), and Andy's Last Beer (H)"", 3: 'with G. Love on harmonica and vocals', 4: 'with Baker Street (Gerry Rafferty) teases'}",3,26
07-05-2012-Peoria-3-15,07-05-2012,"CEFCU Center Stage at The Landing, Peoria, IL, USA",CEFCU Center Stage at The Landing,Peoria,IL,USA,False,G. Love & Special Sauce,,"{1: 'with Stanley Jordan on guitar; with Eleanor Rigby (The Beatles) by Stanley', 2: 'with Stanley Jordan on guitar'}",3,15
07-06-2012-Clarks_Grove-3-19,07-06-2012,"""Weekend At Harmony"" Harmony Park Music Garden, Clarks Grove, MN, USA","""Weekend At Harmony"" Harmony Park Music Garden",Clarks Grove,MN,USA,False,,,"{1: 'unfinished', 2: 'with Xxplosive (Dr. Dre) teases'}",3,19
07-07-2012-Indianapolis-3-18,07-07-2012,"The Lawn at White River State Park, Indianapolis, IN, USA",The Lawn at White River State Park,Indianapolis,IN,USA,False,G. Love & Special Sauce,,"{1: 'unfinished', 2: 'debut, Led Zeppelin; with G. Love on harmonica and vocals'}",3,18
07-28-2012-New_York-2-17,07-28-2012,"""Catalpa Festival"" Randall's Island, New York, NY, USA","""Catalpa Festival"" Randall's Island",New York,NY,USA,False,,['Jeep Stage'],"{1: 'with Intentions Clear teases', 2: 'with The Rain Song (Led Zeppelin) tease at end by Jake'}",2,17
08-06-2012-Big_Indian-1-8,08-06-2012,"""sUMmer school"" Full Moon Resort, Big Indian, NY, USA","""sUMmer school"" Full Moon Resort",Big Indian,NY,USA,False,,,{1: 'unfinished'},1,8
